Ticker,Nazwa,Cena,Data,Godzina,Kurs odniesienia,Kurs otwarcia,Max 1D,Min 1D,Wolumen obrotu,Wartość obrotu,Liczba transakcji,Stopa zwrotu 1R,Max 1R,Min 1R,System notowań
KRUK,Kruk SA (KRU),416.9,2025-05-27,15:02:49,421.0,420.8,422.8,416.6,18274.0,7677549.0,1661.0,-7.33,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15520.0,2025-05-27,15:02:50,15625.0,15740.0,15740.0,15430.0,1437.0,22331084.0,955.0,-9.29,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),839.4,2025-05-27,15:02:52,826.4,826.2,844.6,813.4,10304.0,8628715.0,1255.0,32.63,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.852,2025-05-27,15:02:53,9.804,9.76,9.898,9.76,163377.0,1611537.0,678.0,17.24,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),182.75,2025-05-27,15:02:55,181.8,181.75,183.6,181.1,308113.0,56217376.0,2874.0,13.52,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.0,2025-05-27,15:02:56,16.965,17.09,17.125,16.84,659184.0,11209497.0,2887.0,-30.51,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.146,2025-05-27,15:02:58,9.2,9.2,9.26,9.084,689176.0,6315601.0,1927.0,21.91,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.36,2025-05-27,15:03:00,71.9,71.9,72.4,71.25,1709972.0,123333272.0,9093.0,9.86,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),76.52,2025-05-27,15:03:02,75.82,75.7,76.76,75.12,1124720.0,85648328.0,4690.0,31.32,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.76,2025-05-27,15:03:03,60.5,60.62,60.86,60.12,478638.0,28981726.0,3416.0,21.69,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
SANPL,Santander Bank Polska SA (SPL),508.8,2025-05-27,15:03:06,509.2,509.2,514.8,508.4,40470.0,20686394.0,1697.0,-0.55,621.0000(2025-04-25),437.2000(2024-11-29),ciągłe
ZABKA,Grupa Żabka SA (ZAB),23.57,2025-05-27,15:03:08,23.58,23.59,23.75,23.46,1124362.0,26511760.0,3102.0,-,24.7450(2025-01-17),17.9000(2024-11-25),ciągłe
ALIOR,Alior Bank SA (ALR),107.15,2025-05-27,15:33:16,106.65,106.65,107.45,105.15,89544.0,9531166.0,1108.0,12.03,123.1500(2025-04-01),85.8600(2024-11-19),ciągłe
ALLEGRO,Allegro.eu SA (ALE),33.555,2025-05-27,15:33:18,33.515,33.25,33.835,33.24,1131445.0,37992368.0,5243.0,-16.05,39.9750(2024-05-27),25.6700(2025-01-13),ciągłe
BUDIMEX,Budimex SA (BDX),664.2,2025-05-27,15:33:20,658.8,664.0,669.6,657.0,55992.0,37078024.0,3180.0,-16.46,796.0000(2024-05-27),440.4000(2024-12-17),ciągłe
CCC,CCC S.A. (CCC),238.5,2025-05-27,15:33:22,235.3,236.4,239.8,234.8,395517.0,93847440.0,4493.0,82.21,244.5000(2025-04-29),114.5000(2024-07-02),ciągłe
CDPROJEKT,CD Projekt SA (CDR),220.6,2025-05-27,15:33:23,220.1,221.5,221.9,218.7,126332.0,27816218.0,3180.0,57.71,257.6000(2025-05-02),130.3000(2024-05-29),ciągłe
DINOPL,Dino Polska SA (DNP),546.4,2025-05-27,15:33:25,544.8,541.0,547.4,538.4,46023.0,24984838.0,2280.0,36.5,556.2000(2025-05-08),303.3000(2024-09-16),ciągłe
KETY,Grupa Kęty SA (KTY),871.0,2025-05-27,15:33:27,867.5,866.0,877.0,864.5,2795.0,2436497.0,619.0,0.93,906.5000(2024-06-24),664.0000(2024-10-30),ciągłe
KGHM,KGHM Polska Miedź SA (KGH),125.8,2025-05-27,15:33:28,127.3,127.0,127.3,124.5,294571.0,37071708.0,3467.0,-21.06,163.7000(2024-09-26),106.5000(2025-04-09),ciągłe
KRUK,Kruk SA (KRU),419.1,2025-05-27,15:33:31,421.0,420.8,422.8,416.6,19280.0,8098293.0,1806.0,-7.6,476.8000(2024-07-09),352.0000(2025-04-09),ciągłe
LPP,LPP SA (LPP),15505.0,2025-05-27,15:33:33,15625.0,15740.0,15740.0,15430.0,1775.0,27582540.0,1108.0,-9.35,18500.0000(2025-03-06),13670.0000(2024-09-11),ciągłe
MBANK,mBank S.A. (MBK),840.2,2025-05-27,15:33:34,826.4,826.2,844.6,813.4,11533.0,9661259.0,1414.0,32.13,868.6000(2025-04-24),530.0000(2024-11-28),ciągłe
ORANGEPL,Orange Polska S.A. (OPL),9.838,2025-05-27,15:33:37,9.804,9.76,9.898,9.76,198312.0,1955592.0,808.0,17.24,9.9260(2025-05-21),7.1500(2025-01-14),ciągłe
PEKAO,Bank Polska Kasa Opieki SA (PEO),183.5,2025-05-27,15:33:39,181.8,181.75,183.8,181.1,355601.0,64929132.0,3326.0,13.58,192.6000(2025-04-29),135.6500(2024-11-29),ciągłe
PEPCO,Pepco Group NV (PCO),17.02,2025-05-27,15:33:41,16.965,17.09,17.125,16.84,688974.0,11716524.0,3021.0,-30.71,24.6000(2024-06-03),14.0250(2025-04-04),ciągłe
PGE,Polska Grupa Energetyczna SA (PGE),9.17,2025-05-27,15:33:42,9.2,9.2,9.26,9.084,897899.0,8232644.0,2298.0,22.74,9.5940(2025-05-16),5.8440(2024-12-19),ciągłe
PKNORLEN,ORLEN SA (PKN),72.24,2025-05-27,15:33:44,71.9,71.9,72.4,71.25,1969934.0,142144192.0,10714.0,10.1,73.0000(2025-05-13),46.3200(2024-12-17),ciągłe
PKOBP,Powszechna Kasa Oszczędności Bank Polski SA (PKO),77.02,2025-05-27,15:33:46,75.82,75.7,77.06,75.12,1354333.0,103295952.0,5579.0,31.56,80.0400(2025-03-18),49.8400(2024-08-07),ciągłe
PZU,Powszechny Zakład Ubezpieczeń SA (PZU),60.64,2025-05-27,15:33:47,60.5,60.62,60.86,60.12,586258.0,35515604.0,4057.0,21.97,63.3200(2025-05-16),39.1500(2024-09-16),ciągłe
